company;date;date_month;date_year;code2;setor;subsetor;name;ativo_total;ativo_circulante;passivo_total;passivo_circulante;code;freq;shares;net_revenue;net_profit;growth_profit;net_equity;net_revenue_12;net_profit_12m;ativo;cl;ebit;roe;net_margin;eps;bvps;d_e;divida_bruta;disponibilidades;divida_liquida;Estoque;carteira de credito;depositos;receita de servi
KLBN11;31/03/2018;3;2018;KLBN;Basic materials;wood and paper;KLABIN;28513996.8;9983946.752;28513996.8;2916014.08;KLBN11;28;5409802;2189154.048;124655;2.5038;7201131.008;8695840;54799;28513996.8;3.4238;453401.024;0.0076;0.0143;0.0101;1.3311;2.4577;17697937.66;6590282.112;11107655.55;984105.024;;;
KLBN11;30/06/2018;6;2018;KLBN;Basic materials;wood and paper;KLABIN;28836843.52;10290856.96;28836843.52;3550861.056;KLBN11;29;5409802;2235177.984;-954634;-8.6582;6092664.832;8946823;-522252;28836843.52;2.8981;548133.976;-0.0857;-0.1067;-0.0965;1.1262;3.1992;19491585.28;6895464.96;12596120.32;1041102.976;;;
KLBN11;30/09/2018;9;2018;KLBN;Basic materials;wood and paper;KLABIN;29362968.58;10954646.53;29362968.58;3722589.952;KLBN11;30;5409802;2806825.984;103820;1.1088;6019921.92;9529054;-809052;29362968.58;2.9427;911036.992;-0.1344;0.0109;-0.1496;1.1128;3.3457;20140959.23;7324714.88;12816244.35;1128254.976;;;
KLBN11;31/12/2018;12;2018;KLBN;Basic materials;wood and paper;KLABIN;29633744.9;10861933.57;29633744.9;3708315.904;KLBN11;31;5409802;2785302.784;863614;7.3184;6292235.072;10016461;137455;29633744.9;2.9291;1067297.008;0.0218;0.0862;0.0254;1.1631;3.0904;19445672.96;7047204.224;12398468.74;1206353.024;;;
KLBN11;31/03/2019;3;2019;KLBN;Basic materials;wood and paper;KLABIN;30254868.48;11532422.14;30254868.48;2680391.936;KLBN11;32;5409802;2490023.936;-200794;-1.2325;6089063.264;10317331;-187994;30254868.48;4.3025;529638.016;-0.0309;-0.0195;-0.0348;1.1256;3.3197;20213877.12;7459823.744;12754053.38;1352003.968;;;
KLBN11;30/06/2019;6;2019;KLBN;Basic materials;wood and paper;KLABIN;34298204.16;15441340.42;34298204.16;3187520;KLBN11;33;5409802;2620869.12;70163;1.3494;5955725.12;10703022;836803;34298204.16;4.8443;377741.008;0.1405;0.0066;0.1547;1.1009;4.1308;24601962.62;11458274.69;13143687.94;1460423.936;;;
KLBN11;30/09/2019;9;2019;KLBN;Basic materials;wood and paper;KLABIN;37275369.47;16685428.74;37275369.47;3265306.112;KLBN11;34;5409802;2809488.896;215195;2.0671;5973560.8;10705685;948178;37275369.47;5.1099;608883.984;0.1587;0.0201;0.1753;1.1042;4.5616;27249267.07;12153051.39;15096215.68;1414545.024;;;
KLBN11;31/12/2019;12;2019;KLBN;Basic materials;wood and paper;KLABIN;34703081.47;13673944.06;34703081.47;3104523.008;KLBN11;35;5409802;2351457.28;591261;1.7476;6046882.08;10271839;675825;34703081.47;4.4045;393047.984;0.1118;0.0576;0.1249;1.1178;3.9831;24085272.45;9730914.816;14354357.63;1332243.968;;;
KLBN11;31/03/2020;3;2020;KLBN;Basic materials;wood and paper;KLABIN;33839151.1;12108924.93;33839151.1;3083979.008;KLBN11;36;5409802;2591386.88;-3170511;-6.3623;2885759.968;10373202;-2293892;33839151.1;3.9264;598108;-0.7949;-0.3056;-0.424;0.5334;9.5629;27596101.25;7214980.992;20381120.26;1462449.024;;;
KLBN11;30/06/2020;6;2020;KLBN;Basic materials;wood and paper;KLABIN;37229064.19;14520350.72;37229064.19;2568124.928;KLBN11;37;5409802;2956397.056;-438074;0.8618;2788349.952;10708730;-2802129;37229064.19;5.6541;696501.04;-1.0049;-0.0409;-0.518;0.5154;11.0005;30673226.94;9868377.856;20804849.09;1557529.984;;;
KLBN11;30/09/2020;9;2020;KLBN;Basic materials;wood and paper;KLABIN;35838464;12256201.73;35838464;3141138.944;KLBN11;38;5409802;3108827.904;-198883;0.546;2594903.04;11008069;-3216207;35838464;3.9018;788909.984;-1.2394;-0.0181;-0.5945;0.4797;11.1346;28893261.7;7840467.84;21052793.86;1379459.968;;;
KLBN11;31/12/2020;12;2020;KLBN;Basic materials;wood and paper;KLABIN;35270258.69;10785870.85;35270258.69;3613472;KLBN11;39;5409802;3292182.016;1319598;7.635;3810304.832;11948794;-2487870;35270258.69;2.9849;781428.112;-0.6529;0.1104;-0.4599;0.7043;6.9126;26338988.1;6556726.912;19782261.18;1379131.008;;;
KLBN11;31/03/2021;3;2021;KLBN;Basic materials;wood and paper;KLABIN;38583398.4;13351011.33;38583398.4;4569552.896;KLBN11;40;5409802;3466546.944;371196;-0.7187;3066893.952;12823954;1053837;38583398.4;2.9217;647988.032;0.3436;0.0289;0.1948;0.5669;9.8717;30275558.27;8531400.832;21744157.44;1474756.992;;;
KLBN11;30/06/2021;6;2021;KLBN;Basic materials;wood and paper;KLABIN;38280208.38;12967284.74;38280208.38;4646129.152;KLBN11;41;5409802;4075553.024;659173;0.7758;5335412.224;13943110;2151084;38280208.38;2.791;1293488.992;0.4032;0.0473;0.3976;0.9862;5.0644;27020753.02;8250334.976;18770418.05;1612233.984;;;
KLBN11;30/09/2021;9;2021;KLBN;Basic materials;wood and paper;KLABIN;40836059.14;14075287.55;40836059.14;5415630.848;KLBN11;42;5409802;4358231.04;963797;0.4621;5397998.016;15192513;3313764;40836059.14;2.599;1652681.12;0.6139;0.0634;0.6125;0.9978;5.3544;28902875.9;8953219.2;19949656.7;1789380.992;;;
KLBN3;31/03/2015;3;2015;KLBN;Basic materials;wood and paper;KLABIN;22274555.9;7992081.92;22274555.9;3030684.928;KLBN11;16;4729789;1308449.024;-728566;-4.72;6232945.152;4998860;-605410;22274555.9;2.6371;264495;-0.0971;-0.1457;-0.128;1.3178;2.0882;13015532.8;5575084.224;7440448.576;599793.984;;;
KLBN3;30/06/2015;6;2015;KLBN;Basic materials;wood and paper;KLABIN;23145428.99;7802554.88;23145428.99;3209847.04;KLBN11;17;4729789;1337936;295596;1.4057;6510960.128;5185703;-553332;23145428.99;2.4308;246230.008;-0.085;0.057;-0.117;1.3766;2.0556;13383897.09;5239836.832;8144060.256;607449.024;;;
KLBN3;30/09/2015;9;2015;KLBN;Basic materials;wood and paper;KLABIN;25176860.67;8733329.408;25176860.67;3174916.096;KLBN11;18;4730529;1445697.024;-1340833;-5.536;4991740.928;5349192;-1901174;25176860.67;2.7507;428862.992;-0.3809;-0.2507;-0.4019;1.0552;3.5107;17524348.16;5909614.272;11614733.89;663617.024;;;
KLBN3;31/12/2015;12;2015;KLBN;Basic materials;wood and paper;KLABIN;26268180.48;8675743.744;26268180.48;3162295.04;KLBN11;19;4732767;1595506.816;520606;1.3883;5352339.968;5687589;-1253197;26268180.48;2.7435;535697.024;-0.2341;0.0915;-0.2648;1.1309;3.3671;18021730.43;5610866.112;12410864.32;701126.016;;;
KLBN3;31/03/2016;3;2016;KLBN;Basic materials;wood and paper;KLABIN;26934075.39;8616633.344;26934075.39;3382675.968;KLBN11;20;4733178;1463476.992;1073512;1.062;6281507.84;5842617;548881;26934075.39;2.5473;317463;0.0874;0.1837;0.116;1.3271;2.8478;17888678.14;5879919.936;12008758.21;834675.968;;;
KLBN3;30/06/2016;6;2016;KLBN;Basic materials;wood and paper;KLABIN;28111017.98;8988190.72;28111017.98;3547972.096;KLBN11;21;4733182;1698627.968;1268126;0.1813;7421198.848;6203309;1521411;28111017.98;2.5333;476815.024;0.205;0.2044;0.3214;1.5679;2.3167;17192789.76;5810459.072;11382330.69;912683.008;;;
KLBN3;30/09/2016;9;2016;KLBN;Basic materials;wood and paper;KLABIN;28223995.9;8974515.2;28223995.9;3776546.048;KLBN11;22;4733182;1964848;31445;-0.9752;7329341.952;6722460;2893689;28223995.9;2.3764;256276.008;0.3948;0.0047;0.6114;1.5485;2.3696;17367606.27;5894510.08;11473096.19;875174.976;;;
KLBN3;31/12/2016;12;2016;KLBN;Basic materials;wood and paper;KLABIN;29313728.51;9960035.328;29313728.51;4143664.128;KLBN11;23;4733182;1963845.12;108863;2.462;7100336.128;7090798;2481946;29313728.51;2.4037;293564.008;0.3496;0.0154;0.5244;1.5001;2.6011;18468547.33;6464022.848;12004524.48;876915.008;;;
KLBN3;31/03/2017;3;2017;KLBN;Basic materials;wood and paper;KLABIN;30017568.77;10488206.34;30017568.77;3821189.888;KLBN11;24;4733182;1866691.968;602025;4.5301;7682107.904;7494013;2010459;30017568.77;2.7447;541709;0.2617;0.0803;0.4248;1.623;2.4261;18637430.02;7258577.152;11378852.86;915937.024;;;
KLBN3;30/06/2017;6;2017;KLBN;Basic materials;wood and paper;KLABIN;29378476.03;10257143.81;29378476.03;3557326.08;KLBN11;25;4733182;1984194.944;-377583;-1.6272;7128935.936;7779580;364750;29378476.03;2.8834;59080.016;0.0512;-0.0485;0.0771;1.5062;2.6235;18702448.9;6954299.072;11748149.82;932585.984;;;
KLBN3;30/09/2017;9;2017;KLBN;Basic materials;wood and paper;KLABIN;30161827.84;11277315.07;30161827.84;3488779.008;KLBN11;26;4733182;2224594.944;390620;2.0345;7497397.76;8039327;723925;30161827.84;3.2325;420955.016;0.0966;0.0486;0.1529;1.584;2.5139;18847941.63;7700891.776;11147049.86;906529.024;;;
KLBN3;31/12/2017;12;2017;KLBN;Basic materials;wood and paper;KLABIN;30549540.86;11803588.61;30549540.86;3747333.12;KLBN11;27;4786089;2297896.192;-82893;-1.2122;7234150.912;8373378;532169;30549540.86;3.1499;528560.8;0.0736;-0.0099;0.1112;1.5115;2.7024;19549412.1;8271595.136;11277816.96;933161.024;;;
KLBN3;31/03/2018;3;2018;KLBN;Basic materials;wood and paper;KLABIN;28513996.8;9983946.752;28513996.8;2916014.08;KLBN11;28;5409802;2189154.048;124655;2.5038;7201131.008;8695840;54799;28513996.8;3.4238;453401.024;0.0076;0.0143;0.0101;1.3311;2.4577;17697937.66;6590282.112;11107655.55;984105.024;;;
KLBN3;30/06/2018;6;2018;KLBN;Basic materials;wood and paper;KLABIN;28836843.52;10290856.96;28836843.52;3550861.056;KLBN11;29;5409802;2235177.984;-954634;-8.6582;6092664.832;8946823;-522252;28836843.52;2.8981;548133.976;-0.0857;-0.1067;-0.0965;1.1262;3.1992;19491585.28;6895464.96;12596120.32;1041102.976;;;
KLBN3;30/09/2018;9;2018;KLBN;Basic materials;wood and paper;KLABIN;29362968.58;10954646.53;29362968.58;3722589.952;KLBN11;30;5409802;2806825.984;103820;1.1088;6019921.92;9529054;-809052;29362968.58;2.9427;911036.992;-0.1344;0.0109;-0.1496;1.1128;3.3457;20140959.23;7324714.88;12816244.35;1128254.976;;;
KLBN3;31/12/2018;12;2018;KLBN;Basic materials;wood and paper;KLABIN;29633744.9;10861933.57;29633744.9;3708315.904;KLBN11;31;5409802;2785302.784;863614;7.3184;6292235.072;10016461;137455;29633744.9;2.9291;1067297.008;0.0218;0.0862;0.0254;1.1631;3.0904;19445672.96;7047204.224;12398468.74;1206353.024;;;
KLBN3;31/03/2019;3;2019;KLBN;Basic materials;wood and paper;KLABIN;30254868.48;11532422.14;30254868.48;2680391.936;KLBN11;32;5409802;2490023.936;-200794;-1.2325;6089063.264;10317331;-187994;30254868.48;4.3025;529638.016;-0.0309;-0.0195;-0.0348;1.1256;3.3197;20213877.12;7459823.744;12754053.38;1352003.968;;;
KLBN3;30/06/2019;6;2019;KLBN;Basic materials;wood and paper;KLABIN;34298204.16;15441340.42;34298204.16;3187520;KLBN11;33;5409802;2620869.12;70163;1.3494;5955725.12;10703022;836803;34298204.16;4.8443;377741.008;0.1405;0.0066;0.1547;1.1009;4.1308;24601962.62;11458274.69;13143687.94;1460423.936;;;
KLBN3;30/09/2019;9;2019;KLBN;Basic materials;wood and paper;KLABIN;37275369.47;16685428.74;37275369.47;3265306.112;KLBN11;34;5409802;2809488.896;215195;2.0671;5973560.8;10705685;948178;37275369.47;5.1099;608883.984;0.1587;0.0201;0.1753;1.1042;4.5616;27249267.07;12153051.39;15096215.68;1414545.024;;;
KLBN3;31/12/2019;12;2019;KLBN;Basic materials;wood and paper;KLABIN;34703081.47;13673944.06;34703081.47;3104523.008;KLBN11;35;5409802;2351457.28;591261;1.7476;6046882.08;10271839;675825;34703081.47;4.4045;393047.984;0.1118;0.0576;0.1249;1.1178;3.9831;24085272.45;9730914.816;14354357.63;1332243.968;;;
KLBN3;31/03/2020;3;2020;KLBN;Basic materials;wood and paper;KLABIN;33839151.1;12108924.93;33839151.1;3083979.008;KLBN11;36;5409802;2591386.88;-3170511;-6.3623;2885759.968;10373202;-2293892;33839151.1;3.9264;598108;-0.7949;-0.3056;-0.424;0.5334;9.5629;27596101.25;7214980.992;20381120.26;1462449.024;;;
KLBN3;30/06/2020;6;2020;KLBN;Basic materials;wood and paper;KLABIN;37229064.19;14520350.72;37229064.19;2568124.928;KLBN11;37;5409802;2956397.056;-438074;0.8618;2788349.952;10708730;-2802129;37229064.19;5.6541;696501.04;-1.0049;-0.0409;-0.518;0.5154;11.0005;30673226.94;9868377.856;20804849.09;1557529.984;;;
KLBN3;30/09/2020;9;2020;KLBN;Basic materials;wood and paper;KLABIN;35838464;12256201.73;35838464;3141138.944;KLBN11;38;5409802;3108827.904;-198883;0.546;2594903.04;11008069;-3216207;35838464;3.9018;788909.984;-1.2394;-0.0181;-0.5945;0.4797;11.1346;28893261.7;7840467.84;21052793.86;1379459.968;;;
KLBN3;31/12/2020;12;2020;KLBN;Basic materials;wood and paper;KLABIN;35270258.69;10785870.85;35270258.69;3613472;KLBN11;39;5409802;3292182.016;1319598;7.635;3810304.832;11948794;-2487870;35270258.69;2.9849;781428.112;-0.6529;0.1104;-0.4599;0.7043;6.9126;26338988.1;6556726.912;19782261.18;1379131.008;;;
KLBN3;31/03/2021;3;2021;KLBN;Basic materials;wood and paper;KLABIN;38583398.4;13351011.33;38583398.4;4569552.896;KLBN11;40;5409802;3466546.944;371196;-0.7187;3066893.952;12823954;1053837;38583398.4;2.9217;647988.032;0.3436;0.0289;0.1948;0.5669;9.8717;30275558.27;8531400.832;21744157.44;1474756.992;;;
KLBN3;30/06/2021;6;2021;KLBN;Basic materials;wood and paper;KLABIN;38280208.38;12967284.74;38280208.38;4646129.152;KLBN11;41;5409802;4075553.024;659173;0.7758;5335412.224;13943110;2151084;38280208.38;2.791;1293488.992;0.4032;0.0473;0.3976;0.9862;5.0644;27020753.02;8250334.976;18770418.05;1612233.984;;;
KLBN3;30/09/2021;9;2021;KLBN;Basic materials;wood and paper;KLABIN;40836059.14;14075287.55;40836059.14;5415630.848;KLBN11;42;5409802;4358231.04;963797;0.4621;5397998.016;15192513;3313764;40836059.14;2.599;1652681.12;0.6139;0.0634;0.6125;0.9978;5.3544;28902875.9;8953219.2;19949656.7;1789380.992;;;
KLBN4;31/03/2015;3;2015;KLBN;Basic materials;wood and paper;KLABIN;22274555.9;7992081.92;22274555.9;3030684.928;KLBN11;16;4729789;1308449.024;-728566;-4.72;6232945.152;4998860;-605410;22274555.9;2.6371;264495;-0.0971;-0.1457;-0.128;1.3178;2.0882;13015532.8;5575084.224;7440448.576;599793.984;;;
KLBN4;30/06/2015;6;2015;KLBN;Basic materials;wood and paper;KLABIN;23145428.99;7802554.88;23145428.99;3209847.04;KLBN11;17;4729789;1337936;295596;1.4057;6510960.128;5185703;-553332;23145428.99;2.4308;246230.008;-0.085;0.057;-0.117;1.3766;2.0556;13383897.09;5239836.832;8144060.256;607449.024;;;
KLBN4;30/09/2015;9;2015;KLBN;Basic materials;wood and paper;KLABIN;25176860.67;8733329.408;25176860.67;3174916.096;KLBN11;18;4730529;1445697.024;-1340833;-5.536;4991740.928;5349192;-1901174;25176860.67;2.7507;428862.992;-0.3809;-0.2507;-0.4019;1.0552;3.5107;17524348.16;5909614.272;11614733.89;663617.024;;;
KLBN4;31/12/2015;12;2015;KLBN;Basic materials;wood and paper;KLABIN;26268180.48;8675743.744;26268180.48;3162295.04;KLBN11;19;4732767;1595506.816;520606;1.3883;5352339.968;5687589;-1253197;26268180.48;2.7435;535697.024;-0.2341;0.0915;-0.2648;1.1309;3.3671;18021730.43;5610866.112;12410864.32;701126.016;;;
KLBN4;31/03/2016;3;2016;KLBN;Basic materials;wood and paper;KLABIN;26934075.39;8616633.344;26934075.39;3382675.968;KLBN11;20;4733178;1463476.992;1073512;1.062;6281507.84;5842617;548881;26934075.39;2.5473;317463;0.0874;0.1837;0.116;1.3271;2.8478;17888678.14;5879919.936;12008758.21;834675.968;;;
KLBN4;30/06/2016;6;2016;KLBN;Basic materials;wood and paper;KLABIN;28111017.98;8988190.72;28111017.98;3547972.096;KLBN11;21;4733182;1698627.968;1268126;0.1813;7421198.848;6203309;1521411;28111017.98;2.5333;476815.024;0.205;0.2044;0.3214;1.5679;2.3167;17192789.76;5810459.072;11382330.69;912683.008;;;
KLBN4;30/09/2016;9;2016;KLBN;Basic materials;wood and paper;KLABIN;28223995.9;8974515.2;28223995.9;3776546.048;KLBN11;22;4733182;1964848;31445;-0.9752;7329341.952;6722460;2893689;28223995.9;2.3764;256276.008;0.3948;0.0047;0.6114;1.5485;2.3696;17367606.27;5894510.08;11473096.19;875174.976;;;
KLBN4;31/12/2016;12;2016;KLBN;Basic materials;wood and paper;KLABIN;29313728.51;9960035.328;29313728.51;4143664.128;KLBN11;23;4733182;1963845.12;108863;2.462;7100336.128;7090798;2481946;29313728.51;2.4037;293564.008;0.3496;0.0154;0.5244;1.5001;2.6011;18468547.33;6464022.848;12004524.48;876915.008;;;
KLBN4;31/03/2017;3;2017;KLBN;Basic materials;wood and paper;KLABIN;30017568.77;10488206.34;30017568.77;3821189.888;KLBN11;24;4733182;1866691.968;602025;4.5301;7682107.904;7494013;2010459;30017568.77;2.7447;541709;0.2617;0.0803;0.4248;1.623;2.4261;18637430.02;7258577.152;11378852.86;915937.024;;;
KLBN4;30/06/2017;6;2017;KLBN;Basic materials;wood and paper;KLABIN;29378476.03;10257143.81;29378476.03;3557326.08;KLBN11;25;4733182;1984194.944;-377583;-1.6272;7128935.936;7779580;364750;29378476.03;2.8834;59080.016;0.0512;-0.0485;0.0771;1.5062;2.6235;18702448.9;6954299.072;11748149.82;932585.984;;;
KLBN4;30/09/2017;9;2017;KLBN;Basic materials;wood and paper;KLABIN;30161827.84;11277315.07;30161827.84;3488779.008;KLBN11;26;4733182;2224594.944;390620;2.0345;7497397.76;8039327;723925;30161827.84;3.2325;420955.016;0.0966;0.0486;0.1529;1.584;2.5139;18847941.63;7700891.776;11147049.86;906529.024;;;
KLBN4;31/12/2017;12;2017;KLBN;Basic materials;wood and paper;KLABIN;30549540.86;11803588.61;30549540.86;3747333.12;KLBN11;27;4786089;2297896.192;-82893;-1.2122;7234150.912;8373378;532169;30549540.86;3.1499;528560.8;0.0736;-0.0099;0.1112;1.5115;2.7024;19549412.1;8271595.136;11277816.96;933161.024;;;
KLBN4;31/03/2018;3;2018;KLBN;Basic materials;wood and paper;KLABIN;28513996.8;9983946.752;28513996.8;2916014.08;KLBN11;28;5409802;2189154.048;124655;2.5038;7201131.008;8695840;54799;28513996.8;3.4238;453401.024;0.0076;0.0143;0.0101;1.3311;2.4577;17697937.66;6590282.112;11107655.55;984105.024;;;
KLBN4;30/06/2018;6;2018;KLBN;Basic materials;wood and paper;KLABIN;28836843.52;10290856.96;28836843.52;3550861.056;KLBN11;29;5409802;2235177.984;-954634;-8.6582;6092664.832;8946823;-522252;28836843.52;2.8981;548133.976;-0.0857;-0.1067;-0.0965;1.1262;3.1992;19491585.28;6895464.96;12596120.32;1041102.976;;;
KLBN4;30/09/2018;9;2018;KLBN;Basic materials;wood and paper;KLABIN;29362968.58;10954646.53;29362968.58;3722589.952;KLBN11;30;5409802;2806825.984;103820;1.1088;6019921.92;9529054;-809052;29362968.58;2.9427;911036.992;-0.1344;0.0109;-0.1496;1.1128;3.3457;20140959.23;7324714.88;12816244.35;1128254.976;;;
KLBN4;31/12/2018;12;2018;KLBN;Basic materials;wood and paper;KLABIN;29633744.9;10861933.57;29633744.9;3708315.904;KLBN11;31;5409802;2785302.784;863614;7.3184;6292235.072;10016461;137455;29633744.9;2.9291;1067297.008;0.0218;0.0862;0.0254;1.1631;3.0904;19445672.96;7047204.224;12398468.74;1206353.024;;;
KLBN4;31/03/2019;3;2019;KLBN;Basic materials;wood and paper;KLABIN;30254868.48;11532422.14;30254868.48;2680391.936;KLBN11;32;5409802;2490023.936;-200794;-1.2325;6089063.264;10317331;-187994;30254868.48;4.3025;529638.016;-0.0309;-0.0195;-0.0348;1.1256;3.3197;20213877.12;7459823.744;12754053.38;1352003.968;;;
KLBN4;30/06/2019;6;2019;KLBN;Basic materials;wood and paper;KLABIN;34298204.16;15441340.42;34298204.16;3187520;KLBN11;33;5409802;2620869.12;70163;1.3494;5955725.12;10703022;836803;34298204.16;4.8443;377741.008;0.1405;0.0066;0.1547;1.1009;4.1308;24601962.62;11458274.69;13143687.94;1460423.936;;;
KLBN4;30/09/2019;9;2019;KLBN;Basic materials;wood and paper;KLABIN;37275369.47;16685428.74;37275369.47;3265306.112;KLBN11;34;5409802;2809488.896;215195;2.0671;5973560.8;10705685;948178;37275369.47;5.1099;608883.984;0.1587;0.0201;0.1753;1.1042;4.5616;27249267.07;12153051.39;15096215.68;1414545.024;;;
KLBN4;31/12/2019;12;2019;KLBN;Basic materials;wood and paper;KLABIN;34703081.47;13673944.06;34703081.47;3104523.008;KLBN11;35;5409802;2351457.28;591261;1.7476;6046882.08;10271839;675825;34703081.47;4.4045;393047.984;0.1118;0.0576;0.1249;1.1178;3.9831;24085272.45;9730914.816;14354357.63;1332243.968;;;
KLBN4;31/03/2020;3;2020;KLBN;Basic materials;wood and paper;KLABIN;33839151.1;12108924.93;33839151.1;3083979.008;KLBN11;36;5409802;2591386.88;-3170511;-6.3623;2885759.968;10373202;-2293892;33839151.1;3.9264;598108;-0.7949;-0.3056;-0.424;0.5334;9.5629;27596101.25;7214980.992;20381120.26;1462449.024;;;
KLBN4;30/06/2020;6;2020;KLBN;Basic materials;wood and paper;KLABIN;37229064.19;14520350.72;37229064.19;2568124.928;KLBN11;37;5409802;2956397.056;-438074;0.8618;2788349.952;10708730;-2802129;37229064.19;5.6541;696501.04;-1.0049;-0.0409;-0.518;0.5154;11.0005;30673226.94;9868377.856;20804849.09;1557529.984;;;
KLBN4;30/09/2020;9;2020;KLBN;Basic materials;wood and paper;KLABIN;35838464;12256201.73;35838464;3141138.944;KLBN11;38;5409802;3108827.904;-198883;0.546;2594903.04;11008069;-3216207;35838464;3.9018;788909.984;-1.2394;-0.0181;-0.5945;0.4797;11.1346;28893261.7;7840467.84;21052793.86;1379459.968;;;
KLBN4;31/12/2020;12;2020;KLBN;Basic materials;wood and paper;KLABIN;35270258.69;10785870.85;35270258.69;3613472;KLBN11;39;5409802;3292182.016;1319598;7.635;3810304.832;11948794;-2487870;35270258.69;2.9849;781428.112;-0.6529;0.1104;-0.4599;0.7043;6.9126;26338988.1;6556726.912;19782261.18;1379131.008;;;
KLBN4;31/03/2021;3;2021;KLBN;Basic materials;wood and paper;KLABIN;38583398.4;13351011.33;38583398.4;4569552.896;KLBN11;40;5409802;3466546.944;371196;-0.7187;3066893.952;12823954;1053837;38583398.4;2.9217;647988.032;0.3436;0.0289;0.1948;0.5669;9.8717;30275558.27;8531400.832;21744157.44;1474756.992;;;
KLBN4;30/06/2021;6;2021;KLBN;Basic materials;wood and paper;KLABIN;38280208.38;12967284.74;38280208.38;4646129.152;KLBN11;41;5409802;4075553.024;659173;0.7758;5335412.224;13943110;2151084;38280208.38;2.791;1293488.992;0.4032;0.0473;0.3976;0.9862;5.0644;27020753.02;8250334.976;18770418.05;1612233.984;;;
KLBN4;30/09/2021;9;2021;KLBN;Basic materials;wood and paper;KLABIN;40836059.14;14075287.55;40836059.14;5415630.848;KLBN11;42;5409802;4358231.04;963797;0.4621;5397998.016;15192513;3313764;40836059.14;2.599;1652681.12;0.6139;0.0634;0.6125;0.9978;5.3544;28902875.9;8953219.2;19949656.7;1789380.992;;;
RENT3;31/03/2015;3;2015;RENT;Cyclic consumption;Miscellaneous;LOCALIZA RENT A CAR;5686371.84;2009762.048;5686371.84;1251975.936;RENT3;16;211793;1006996.992;100279;-0.0192;1734753.024;3954160;405061;5686371.84;1.6053;187810;0.2335;0.0254;1.9125;8.1908;1.6525;2866642.112;1373197.056;1493445.056;0;;;
RENT3;30/06/2015;6;2015;RENT;Cyclic consumption;Miscellaneous;LOCALIZA RENT A CAR;5543852.032;1931481.984;5543852.032;1113149.056;RENT3;17;211793;949433.984;93351;-0.0691;1812189.952;3999023;397801;5543852.032;1.7352;178909.992;0.2195;0.0233;1.8783;8.5564;1.4784;2679125.952;1223611.008;1455514.944;0;;;
RENT3;30/09/2015;9;2015;RENT;Cyclic consumption;Miscellaneous;LOCALIZA RENT A CAR;5647627.776;1877938.944;5647627.776;1140429.952;RENT3;18;211793;978094.016;102890;0.1022;1868454.016;3969713;398766;5647627.776;1.6467;194737.008;0.2134;0.0259;1.8828;8.8221;1.4645;2736291.904;1287245.056;1449046.848;0;;;
RENT3;31/12/2015;12;2015;RENT;Cyclic consumption;Miscellaneous;LOCALIZA RENT A CAR;6123023.872;2005576.96;6123023.872;1356057.984;RENT3;19;211793;993569.984;105907;0.0293;1941576.96;3928095;402427;6123023.872;1.479;176580.984;0.2073;0.027;1.9001;9.1673;1.5551;3019275.936;1385102.976;1634172.96;0;;;
RENT3;31/03/2016;3;2016;RENT;Cyclic consumption;Miscellaneous;LOCALIZA RENT A CAR;6064782.848;2245248;6064782.848;1347821.056;RENT3;20;211793;1046964.992;103014;-0.0273;2010955.008;3968063;405162;6064782.848;1.6658;202593.992;0.2015;0.026;1.913;9.4949;1.564;3145094.912;1610775.04;1534319.872;0;;;
RENT3;30/06/2016;6;2016;RENT;Cyclic consumption;Miscellaneous;LOCALIZA RENT A CAR;6324881.92;2064803.968;6324881.92;1552029.952;RENT3;21;211793;963142.976;98002;-0.0487;2074210.944;3981772;409813;6324881.92;1.3304;178883.984;0.1976;0.0246;1.935;9.7936;1.4918;3094411.008;1467112.96;1627298.048;0;;;
RENT3;30/09/2016;9;2016;RENT;Cyclic consumption;Miscellaneous;LOCALIZA RENT A CAR;6562910.208;1790338.944;6562910.208;1698828.032;RENT3;22;211793;1123165.952;103902;0.0602;2146151.04;4126844;410825;6562910.208;1.0539;187864.016;0.1914;0.0252;1.9397;10.1332;1.4245;3057148.928;1169334.016;1887814.912;0;;;
RENT3;31/12/2016;12;2016;RENT;Cyclic consumption;Miscellaneous;LOCALIZA RENT A CAR;7417254.912;2242760.96;7417254.912;1841698.944;RENT3;23;211793;1305999.104;104397;0.0048;2196989.952;4439273;409315;7417254.912;1.2178;196528.056;0.1863;0.0235;1.9326;10.3733;1.7232;3785888.896;1692260.992;2093627.904;0;;;
RENT3;31/03/2017;3;2017;RENT;Cyclic consumption;Miscellaneous;LOCALIZA RENT A CAR;7119533.056;2035544.064;7119533.056;1435892.992;RENT3;24;211793;1339577.984;120266;0.152;2303190.016;4731886;426567;7119533.056;1.4176;230300.016;0.1852;0.0254;2.0141;10.8747;1.529;3521669.952;1484711.04;2036958.912;0;;;
RENT3;30/06/2017;6;2017;RENT;Cyclic consumption;Miscellaneous;LOCALIZA RENT A CAR;8765830.144;2886200.064;8765830.144;2043825.024;RENT3;25;222383;1345782.016;129272;0.0749;2405664;5114525;457837;8765830.144;1.4122;235530.992;0.1903;0.0253;2.0588;10.8177;1.8553;4463179.936;2305820.928;2157359.008;0;;;
