company;date;date_month;date_year;code2;setor;subsetor;name;Ativo Total;Ativo Circulante;Passivo Total;Passivo Circulante;code;freq;shares;net_revenue;net_profit;growth_profit;net_equity;net_revenue_12;net_profit_12m;ativo;cl;ebit;roe;net_margin;eps;bvps;d/e;divida_bruta;disponibilidades;divida_liquida;Estoque;carteira de credito;depositos;receita de servi
CEED4;30/06/2014;6;2014;CEED;Public utility;Electricity;CEEE-D;2937378.048;850179.968;2937378.048;1078532.992;CEED4;13;387230;605814.016;-50777;0.24170;406171.008;2494139;-215482;2937378.048;0.79000;-40817;-0.53;-0.02;-0.56;1.05;0.96000;391530;389014.992;2515.008;16373;;;
CEED4;30/09/2014;9;2014;CEED;Public utility;Electricity;CEEE-D;2866592;737950.016;2866592;1044337.984;CEED4;14;387230;673496;-170422;-2.35628;232936.992;2597005;-307402;2866592;0.71000;-74725;-1.32;-0.07;-0.79;0.6;1.83000;426790.016;287722;139068.016;14056;;;
CEED4;31/12/2014;12;2014;CEED;Public utility;Electricity;CEEE-D;2962164.992;816900.992;2962164.992;1171998.976;CEED4;15;387230;833443.008;-157121;0.07805;88009;2849004;-445282;2962164.992;0.70000;33660;-5.06;-0.06;-1.15;0.23;4.39000;386405.992;89713;296692.992;13042;;;
CEED3;31/03/2014;3;2014;CEED;Public utility;Electricity;CEEE-D;3248812.032;1254567.04;3248812.032;1478231.04;CEED3;12;387230;736251.008;-66962;-2.48017;441336;2361598;-235404;3248812.032;0.85000;-4165;-0.53;-0.03;-0.61;1.14;0.90000;395394;433139.008;-37745.008;15669;;;
CEED3;30/06/2014;6;2014;CEED;Public utility;Electricity;CEEE-D;2937378.048;850179.968;2937378.048;1078532.992;CEED3;13;387230;605814.016;-50777;0.24170;406171.008;2494139;-215482;2937378.048;0.79000;-40817;-0.53;-0.02;-0.56;1.05;0.96000;391530;389014.992;2515.008;16373;;;
CEED3;30/09/2014;9;2014;CEED;Public utility;Electricity;CEEE-D;2866592;737950.016;2866592;1044337.984;CEED3;14;387230;673496;-170422;-2.35628;232936.992;2597005;-307402;2866592;0.71000;-74725;-1.32;-0.07;-0.79;0.6;1.83000;426790.016;287722;139068.016;14056;;;
CEED3;31/12/2014;12;2014;CEED;Public utility;Electricity;CEEE-D;2962164.992;816900.992;2962164.992;1171998.976;CEED3;15;387230;833443.008;-157121;0.07805;88009;2849004;-445282;2962164.992;0.70000;33660;-5.06;-0.06;-1.15;0.23;4.39000;386405.992;89713;296692.992;13042;;;
EUCA4;31/03/2014;3;2014;EUCA;Basic materials;wood and paper;EUCATEX;1902653.952;426468;1902653.952;406492;EUCA4;12;92620;263436.992;11718;0.37101;1151260.016;1129084;80436;1902653.952;1.05000;30121;0.07;0.01;0.87;12.43;0.19000;220150;10269;209881;162836;;;
EUCA4;30/06/2014;6;2014;EUCA;Basic materials;wood and paper;EUCATEX;1907067.008;420695.008;1907067.008;408987.008;EUCA4;13;92620;255039.008;3023;-0.74202;1154243.952;1104575;58428;1907067.008;1.03000;23731;0.05;0;0.63;12.46;0.21000;239814;12004;227810;165324;;;
EUCA4;30/09/2014;9;2014;EUCA;Basic materials;wood and paper;EUCATEX;1932257.024;449492.992;1932257.024;429540.992;EUCA4;14;92620;296606.016;7936;1.62521;1162343;1108307;31224;1932257.024;1.05000;33435;0.03;0.01;0.34;12.55;0.21000;243642;37782;205860;148375.008;;;
EUCA4;31/12/2014;12;2014;EUCA;Basic materials;wood and paper;EUCATEX;1940295.04;437094.016;1940295.04;445244.992;EUCA4;15;92620;299586.016;4705;-0.40713;1162484.984;1114668;27382;1940295.04;0.98000;38709.008;0.02;0;0.3;12.55;0.22000;251704.008;21068;230636.008;154063.008;;;
EUCA3;31/03/2014;3;2014;EUCA;Basic materials;wood and paper;EUCATEX;1902653.952;426468;1902653.952;406492;EUCA3;12;92620;263436.992;11718;0.37101;1151260.016;1129084;80436;1902653.952;1.05000;30121;0.07;0.01;0.87;12.43;0.19000;220150;10269;209881;162836;;;
EUCA3;30/06/2014;6;2014;EUCA;Basic materials;wood and paper;EUCATEX;1907067.008;420695.008;1907067.008;408987.008;EUCA3;13;92620;255039.008;3023;-0.74202;1154243.952;1104575;58428;1907067.008;1.03000;23731;0.05;0;0.63;12.46;0.21000;239814;12004;227810;165324;;;
EUCA3;30/09/2014;9;2014;EUCA;Basic materials;wood and paper;EUCATEX;1932257.024;449492.992;1932257.024;429540.992;EUCA3;14;92620;296606.016;7936;1.62521;1162343;1108307;31224;1932257.024;1.05000;33435;0.03;0.01;0.34;12.55;0.21000;243642;37782;205860;148375.008;;;
EUCA3;31/12/2014;12;2014;EUCA;Basic materials;wood and paper;EUCATEX;1940295.04;437094.016;1940295.04;445244.992;EUCA3;15;92620;299586.016;4705;-0.40713;1162484.984;1114668;27382;1940295.04;0.98000;38709.008;0.02;0;0.3;12.55;0.22000;251704.008;21068;230636.008;154063.008;;;
MMXM11;31/03/2014;3;2014;MMXM;Basic materials;Mining;MMX MINER;4807728.128;2228893.952;4807728.128;1180120.96;MMXM11;14;162205;110392;-69206;0.80401;1344086.016;914563;-2071004;4807728.128;1.89000;-80223;-1.54;-0.08;-12.77;8.29;0.06000;84959;6788;78171;0;;;
MMXM11;30/06/2014;6;2014;MMXM;Basic materials;Mining;MMX MINER;2785113.088;472956;2785113.088;1020492.032;MMXM11;15;162205;134926;-1891199;-26.32710;-567231.976;765013;-3520674;2785113.088;0.46000;-107109;6.21;-2.47;-21.71;-3.5;-0.14000;80118;932;79186;0;;;
MMXM11;30/09/2014;9;2014;MMXM;Basic materials;Mining;MMX MINER;3119747.072;478039.008;3119747.072;1082621.952;MMXM11;16;162205;83592;-86046;0.95450;-655866.976;509591;-2399568;3119747.072;0.44000;-160182;3.66;-0.17;-14.79;-4.04;-0.16000;107702;838;106864;0;;;
MMXM11;31/12/2014;12;2014;MMXM;Basic materials;Mining;MMX MINER;3237851.904;345392.992;3237851.904;1110907.008;MMXM11;17;162205;136.016;-171897;-0.99773;-827280.008;329046;-2218348;3237851.904;0.31000;-109347;2.68;-0.52;-13.68;-5.1;-0.12000;99181;840;98341;549;;;
MMXM3;31/03/2014;3;2014;MMXM;Basic materials;Mining;MMX MINER;4807728.128;2228893.952;4807728.128;1180120.96;MMXM3;14;162205;110392;-69206;0.80401;1344086.016;914563;-2071004;4807728.128;1.89000;-80223;-1.54;-0.08;-12.77;8.29;0.06000;84959;6788;78171;0;;;
MMXM3;30/06/2014;6;2014;MMXM;Basic materials;Mining;MMX MINER;2785113.088;472956;2785113.088;1020492.032;MMXM3;15;162205;134926;-1891199;-26.32710;-567231.976;765013;-3520674;2785113.088;0.46000;-107109;6.21;-2.47;-21.71;-3.5;-0.14000;80118;932;79186;0;;;
MMXM3;30/09/2014;9;2014;MMXM;Basic materials;Mining;MMX MINER;3119747.072;478039.008;3119747.072;1082621.952;MMXM3;16;162205;83592;-86046;0.95450;-655866.976;509591;-2399568;3119747.072;0.44000;-160182;3.66;-0.17;-14.79;-4.04;-0.16000;107702;838;106864;0;;;
MMXM3;31/12/2014;12;2014;MMXM;Basic materials;Mining;MMX MINER;3237851.904;345392.992;3237851.904;1110907.008;MMXM3;17;162205;136.016;-171897;-0.99773;-827280.008;329046;-2218348;3237851.904;0.31000;-109347;2.68;-0.52;-13.68;-5.1;-0.12000;99181;840;98341;549;;;
SLED3;31/03/2014;3;2014;SLED;Cyclic consumption;Commerce;EDITORA SARAIVA;1426124.032;1055190.016;1426124.032;688854.016;SLED3;12;17361209;670387.008;56335;3.70124;571797.016;2201327;6514;1426124.032;1.53000;107718;0.01;0.03;0;0.03;0.76000;433974;29968;404006;471915.008;;;
SLED3;30/06/2014;6;2014;SLED;Cyclic consumption;Commerce;EDITORA SARAIVA;1258727.936;879148.992;1258727.936;645913.984;SLED3;13;17361209;406945.984;-44354;-1.78733;488902;2238791;1667;1258727.936;1.36000;-46182;0;-0.02;0;0.03;0.86000;418686.992;12142;406544.992;492752.992;;;
SLED3;30/09/2014;9;2014;SLED;Cyclic consumption;Commerce;EDITORA SARAIVA;1580578.048;1187111.04;1580578.048;839544;SLED3;14;17361209;458516.992;-29142;0.34297;458572.008;2272098;-5178;1580578.048;1.41000;-19192.992;-0.01;-0.01;0;0.03;1.58000;723402.016;156930;566472.016;503863.008;;;
SLED3;31/12/2014;12;2014;SLED;Cyclic consumption;Commerce;EDITORA SARAIVA;1871799.04;1444747.008;1871799.04;1053068.032;SLED3;15;17361209;739464.96;22915;1.78632;472470.016;2275315;5754;1871799.04;1.37000;54353.968;0.01;0.01;0;0.03;1.70000;801243.008;275019.008;526224;556953.984;;;
SLED4;31/03/2014;3;2014;SLED;Cyclic consumption;Commerce;EDITORA SARAIVA;1426124.032;1055190.016;1426124.032;688854.016;SLED4;12;17361209;670387.008;56335;3.70124;571797.016;2201327;6514;1426124.032;1.53000;107718;0.01;0.03;0;0.03;0.76000;433974;29968;404006;471915.008;;;
SLED4;30/06/2014;6;2014;SLED;Cyclic consumption;Commerce;EDITORA SARAIVA;1258727.936;879148.992;1258727.936;645913.984;SLED4;13;17361209;406945.984;-44354;-1.78733;488902;2238791;1667;1258727.936;1.36000;-46182;0;-0.02;0;0.03;0.86000;418686.992;12142;406544.992;492752.992;;;
SLED4;30/09/2014;9;2014;SLED;Cyclic consumption;Commerce;EDITORA SARAIVA;1580578.048;1187111.04;1580578.048;839544;SLED4;14;17361209;458516.992;-29142;0.34297;458572.008;2272098;-5178;1580578.048;1.41000;-19192.992;-0.01;-0.01;0;0.03;1.58000;723402.016;156930;566472.016;503863.008;;;
SLED4;31/12/2014;12;2014;SLED;Cyclic consumption;Commerce;EDITORA SARAIVA;1871799.04;1444747.008;1871799.04;1053068.032;SLED4;15;17361209;739464.96;22915;1.78632;472470.016;2275315;5754;1871799.04;1.37000;54353.968;0.01;0.01;0;0.03;1.70000;801243.008;275019.008;526224;556953.984;;;
BRIV3;31/03/2014;3;2014;BRIV;financial;financial intermediaries;ALFA DE INVESTIMENTO;13199935.49;8536501.248;13199935.49;8346772.992;BRIV3;12;90224;10672;12316;-0.41361;1205400.064;67325;65229;13199935.49;1.02000;;0.05;0.18;0.72;13.36;0.00000;;;;;1679120;2430344.992;4945
BRIV3;30/06/2014;6;2014;BRIV;financial;financial intermediaries;ALFA DE INVESTIMENTO;12190817.28;7476669.952;12190817.28;7150750.208;BRIV3;13;90224;18100;21881;0.77663;1217517.952;57836;68235;12190817.28;1.05000;;0.06;0.38;0.76;13.49;0.00000;;;;;1714705.024;1719158.976;5415
BRIV3;30/09/2014;9;2014;BRIV;financial;financial intermediaries;ALFA DE INVESTIMENTO;13694553.09;8796097.536;13694553.09;9172848.64;BRIV3;14;90224;7748;12224;-0.44134;1228632.96;38211;67424;13694553.09;0.96000;;0.05;0.32;0.75;13.62;0.00000;;;;;1687165.952;2352895.04;5694
BRIV3;31/12/2014;12;2014;BRIV;financial;financial intermediaries;ALFA DE INVESTIMENTO;13686586.37;9574842.368;13686586.37;8913673.216;BRIV3;15;90224;6911;22316;0.82559;1239710.976;43431;68737;13686586.37;1.07000;;0.06;0.51;0.76;13.74;0.00000;;;;;1552046.976;2530384.064;5727
BRIV4;31/03/2014;3;2014;BRIV;financial;financial intermediaries;ALFA DE INVESTIMENTO;13199935.49;8536501.248;13199935.49;8346772.992;BRIV4;12;90224;10672;12316;-0.41361;1205400.064;67325;65229;13199935.49;1.02000;;0.05;0.18;0.72;13.36;0.00000;;;;;1679120;2430344.992;4945
BRIV4;30/06/2014;6;2014;BRIV;financial;financial intermediaries;ALFA DE INVESTIMENTO;12190817.28;7476669.952;12190817.28;7150750.208;BRIV4;13;90224;18100;21881;0.77663;1217517.952;57836;68235;12190817.28;1.05000;;0.06;0.38;0.76;13.49;0.00000;;;;;1714705.024;1719158.976;5415
BRIV4;30/09/2014;9;2014;BRIV;financial;financial intermediaries;ALFA DE INVESTIMENTO;13694553.09;8796097.536;13694553.09;9172848.64;BRIV4;14;90224;7748;12224;-0.44134;1228632.96;38211;67424;13694553.09;0.96000;;0.05;0.32;0.75;13.62;0.00000;;;;;1687165.952;2352895.04;5694
BRIV4;31/12/2014;12;2014;BRIV;financial;financial intermediaries;ALFA DE INVESTIMENTO;13686586.37;9574842.368;13686586.37;8913673.216;BRIV4;15;90224;6911;22316;0.82559;1239710.976;43431;68737;13686586.37;1.07000;;0.06;0.51;0.76;13.74;0.00000;;;;;1552046.976;2530384.064;5727
OSXB3;31/03/2014;3;2014;OSXB;Oil, gas and biofuels;Oil, gas and biofuels;OSX BRASIL;6030810.112;3412791.04;6030810.112;5763466.24;OSXB3;13;312564;118058;-2420748;-5.20748;-232203.984;767083;-4732255;6030810.112;0.59000;-10696;20.38;-3.16;-15.14;-0.74;-21.45000;4980512.96;128247;4852265.96;145799.008;;;
OSXB3;30/06/2014;6;2014;OSXB;Oil, gas and biofuels;Oil, gas and biofuels;OSX BRASIL;5913777.152;3370981.888;5913777.152;5887420.928;OSXB3;14;312564;166355.008;-186549;0.92294;-455024.032;744970;-4769699;5913777.152;0.57000;21863;10.48;-0.25;-15.26;-1.46;-10.94000;4978587.904;115177;4863410.904;146528.992;;;
OSXB3;30/09/2014;9;2014;OSXB;Oil, gas and biofuels;Oil, gas and biofuels;OSX BRASIL;6360738.816;3655461.888;6360738.816;6276715.008;OSXB3;15;312564;221294;-160779;0.13814;-471860.016;814337;-3158049;6360738.816;0.58000;24745;6.69;-0.2;-10.1;-1.51;-11.36000;5362215.936;110351;5251864.936;146759.008;;;
OSXB3;31/12/2014;12;2014;OSXB;Oil, gas and biofuels;Oil, gas and biofuels;OSX BRASIL;6049547.776;3734703.104;6049547.776;4891563.008;OSXB3;16;312564;225377.024;-1228558;-6.64128;-1618341.952;731084;-3996634;6049547.776;0.76000;-30664;2.47;-1.68;-12.79;-5.18;-3.64000;5893947.904;201553;5692394.904;223782;;;
BAHI3;31/03/2014;3;2014;BAHI;Cyclic consumption;Miscellaneous;BAHEMA;52901;46945;52901;12452;BAHI3;12;5996;0;-1506;0.28258;31121;0;-4194;52901;3.77000;-850;-0.13;0;-0.7;5.19;0.00000;0;43565;-43565;0;;;
BAHI3;30/06/2014;6;2014;BAHI;Cyclic consumption;Miscellaneous;BAHEMA;45113;39020;45113;6956;BAHI3;13;5996;0;578;1.38380;29844;0;-3782;45113;5.61000;-915;-0.13;0;-0.63;4.98;0.00000;0;35388;-35388;0;;;
BAHI3;30/09/2014;9;2014;BAHI;Cyclic consumption;Miscellaneous;BAHEMA;0;0;0;0;BAHI3;14;6038;0;0;-1.00000;0;0;-3027;0;0.00000;0;0;0;-0.5;0;0.00000;0;0;0;0;;;
BAHI3;31/12/2014;12;2014;BAHI;Cyclic consumption;Miscellaneous;BAHEMA;0;0;0;0;BAHI3;15;6038;0;928;0.00000;0;0;0;0;0.00000;1765;0;0;0;0;0.00000;0;0;0;0;;;
BMEB3;31/03/2014;3;2014;BMEB;financial;financial intermediaries;BANCO MERCANTIL DO BRASIL S/A;13337262.08;8999180.288;13337262.08;4692839.936;BMEB3;12;46100;132365;-39858;-2.14838;807704;567174;-47724;13337262.08;1.92000;;-0.06;-0.07;-1.04;17.52;0.00000;;;;;4033556.992;8369697.792;35304
BMEB3;30/06/2014;6;2014;BMEB;financial;financial intermediaries;BANCO MERCANTIL DO BRASIL S/A;12714887.17;8552900.096;12714887.17;4514572.8;BMEB3;13;46100;147292;-54097;-0.35724;753508.992;575430;-107423;12714887.17;1.89000;;-0.14;-0.09;-2.33;16.35;0.00000;;;;;3819820.032;8085576.96;34751
BMEB3;30/09/2014;9;2014;BMEB;financial;financial intermediaries;BANCO MERCANTIL DO BRASIL S/A;12604483.58;8478102.016;12604483.58;4940971.008;BMEB3;14;46100;141844;-29980;0.44581;723488;615353;-89227;12604483.58;1.72000;;-0.12;-0.05;-1.94;15.69;0.00000;;;;;3529943.04;8019461.888;38780
BMEB3;31/12/2014;12;2014;BMEB;financial;financial intermediaries;BANCO MERCANTIL DO BRASIL S/A;12655016.96;7668089.856;12655016.96;5264069.12;BMEB3;15;46100;129407.992;-45421;-0.51504;664883.968;550909;-169356;12655016.96;1.46000;;-0.25;-0.08;-3.67;14.42;0.00000;;;;;3662641.92;8102226.944;38471
BMEB4;31/03/2014;3;2014;BMEB;financial;financial intermediaries;BANCO MERCANTIL DO BRASIL S/A;13337262.08;8999180.288;13337262.08;4692839.936;BMEB4;12;46100;132365;-39858;-2.14838;807704;567174;-47724;13337262.08;1.92000;;-0.06;-0.07;-1.04;17.52;0.00000;;;;;4033556.992;8369697.792;35304
BMEB4;30/06/2014;6;2014;BMEB;financial;financial intermediaries;BANCO MERCANTIL DO BRASIL S/A;12714887.17;8552900.096;12714887.17;4514572.8;BMEB4;13;46100;147292;-54097;-0.35724;753508.992;575430;-107423;12714887.17;1.89000;;-0.14;-0.09;-2.33;16.35;0.00000;;;;;3819820.032;8085576.96;34751
BMEB4;30/09/2014;9;2014;BMEB;financial;financial intermediaries;BANCO MERCANTIL DO BRASIL S/A;12604483.58;8478102.016;12604483.58;4940971.008;BMEB4;14;46100;141844;-29980;0.44581;723488;615353;-89227;12604483.58;1.72000;;-0.12;-0.05;-1.94;15.69;0.00000;;;;;3529943.04;8019461.888;38780
BMEB4;31/12/2014;12;2014;BMEB;financial;financial intermediaries;BANCO MERCANTIL DO BRASIL S/A;12655016.96;7668089.856;12655016.96;5264069.12;BMEB4;15;46100;129407.992;-45421;-0.51504;664883.968;550909;-169356;12655016.96;1.46000;;-0.25;-0.08;-3.67;14.42;0.00000;;;;;3662641.92;8102226.944;38471
PSSA3;31/03/2014;3;2014;PSSA;financial;pension and insurance;PORTO SEGURO SA;20628512.77;14703369.22;20628512.77;14552144.9;PSSA3;12;323293;3371159.04;150698;-0.83844;5526328.76;3371159;1449463;20628512.77;1.01000;2725956.032;0.26;0.04;4.48;17.09;0.00000;0;7150944.768;-7150944.768;0;;;
PSSA3;30/06/2014;6;2014;PSSA;financial;pension and insurance;PORTO SEGURO SA;20418168.83;14316396.54;20418168.83;14092203.01;PSSA3;13;323293;3448739.072;217116;0.44074;5755223.952;3742035;1475410;20418168.83;1.02000;2771527.04;0.26;0.06;4.56;17.8;0.00000;0;6599747.136;-6599747.136;0;;;
PSSA3;30/09/2014;9;2014;PSSA;financial;pension and insurance;PORTO SEGURO SA;21127792.64;14892548.1;21127792.64;14556483.58;PSSA3;14;323293;3690545.92;232277;0.06983;5978325.224;4027554;1532846;21127792.64;1.02000;2995991.936;0.26;0.06;4.74;18.49;0.00000;0;6740808.192;-6740808.192;0;;;
PSSA3;31/12/2014;12;2014;PSSA;financial;pension and insurance;PORTO SEGURO SA;22420408.32;15738104.83;22420408.32;15836278.78;PSSA3;15;323293;-10510444.54;275738;0.18711;5998021.064;-1;875829;22420408.32;0.99000;-11343876.54;0.15;-538550.75;2.71;18.55;0.00000;0;6721432.064;-6721432.064;0;;;
WHRL4;31/03/2014;3;2014;WHRL;Cyclic consumption;Housewares;WHIRLPOOL S.A.;6621812.224;4900112.896;6621812.224;3517826.048;WHRL4;12;1502786;2450251.008;188960;-0.17936;2504865.952;9710132;843407;6621812.224;1.39000;310643.992;0.34;0.02;0.56;1.67;0.07000;179341;891652.992;-712311.992;1090318.976;;;
WHRL4;30/06/2014;6;2014;WHRL;Cyclic consumption;Housewares;WHIRLPOOL S.A.;5670369.792;3978371.072;5670369.792;3050242.048;WHRL4;13;1502786;2066940.032;118268;-0.37411;2066657.024;9583959;789222;5670369.792;1.30000;186797.008;0.38;0.01;0.53;1.38;0.08000;175577;692862.016;-517285.016;1199963.008;;;
WHRL4;30/09/2014;9;2014;WHRL;Cyclic consumption;Housewares;WHIRLPOOL S.A.;6166003.2;4442177.024;6166003.2;3335280.896;WHRL4;14;1502786;2230114.048;157034;0.32778;2272112.016;9539995;694521;6166003.2;1.33000;265220.992;0.31;0.02;0.46;1.51;0.08000;171861;873510.976;-701649.976;1452930.944;;;
WHRL4;31/12/2014;12;2014;WHRL;Cyclic consumption;Housewares;WHIRLPOOL S.A.;6187369.984;4401208.832;6187369.984;3628923.904;WHRL4;15;1502786;2912098.304;244706;0.55830;2002953.064;9659403;708968;6187369.984;1.21000;379266.016;0.35;0.03;0.47;1.33;0.11000;211195.008;722865.984;-511670.976;1180787.968;;;
WHRL3;31/03/2014;3;2014;WHRL;Cyclic consumption;Housewares;WHIRLPOOL S.A.;6621812.224;4900112.896;6621812.224;3517826.048;WHRL3;12;1502786;2450251.008;188960;-0.17936;2504865.952;9710132;843407;6621812.224;1.39000;310643.992;0.34;0.02;0.56;1.67;0.07000;179341;891652.992;-712311.992;1090318.976;;;
WHRL3;30/06/2014;6;2014;WHRL;Cyclic consumption;Housewares;WHIRLPOOL S.A.;5670369.792;3978371.072;5670369.792;3050242.048;WHRL3;13;1502786;2066940.032;118268;-0.37411;2066657.024;9583959;789222;5670369.792;1.30000;186797.008;0.38;0.01;0.53;1.38;0.08000;175577;692862.016;-517285.016;1199963.008;;;
WHRL3;30/09/2014;9;2014;WHRL;Cyclic consumption;Housewares;WHIRLPOOL S.A.;6166003.2;4442177.024;6166003.2;3335280.896;WHRL3;14;1502786;2230114.048;157034;0.32778;2272112.016;9539995;694521;6166003.2;1.33000;265220.992;0.31;0.02;0.46;1.51;0.08000;171861;873510.976;-701649.976;1452930.944;;;
WHRL3;31/12/2014;12;2014;WHRL;Cyclic consumption;Housewares;WHIRLPOOL S.A.;6187369.984;4401208.832;6187369.984;3628923.904;WHRL3;15;1502786;2912098.304;244706;0.55830;2002953.064;9659403;708968;6187369.984;1.21000;379266.016;0.35;0.03;0.47;1.33;0.11000;211195.008;722865.984;-511670.976;1180787.968;;;
RAPT3;31/03/2014;3;2014;RAPT;Bens industriais;transport material;RANDON S.A. IMPLEMENTOS E PARTICIPA??ES;5007490.048;3148651.008;5007490.048;1241644.032;RAPT3;12;243785;965931.008;62241;0.30165;1398158.08;4244353;257617;5007490.048;2.54000;133152;0.18;0.01;1.06;5.74;1.83000;2563795.968;1435269.952;1128526.016;640993.024;;;
RAPT3;30/06/2014;6;2014;RAPT;Bens industriais;transport material;RANDON S.A. IMPLEMENTOS E PARTICIPA??ES;4894137.856;3042290.944;4894137.856;1126694.016;RAPT3;13;304731;1014377.984;67410;0.08305;1445253.952;4199638;256121;4894137.856;2.70000;118509.992;0.18;0.02;0.84;4.74;1.74000;2517229.056;1360515.056;1156714;627819.008;;;
RAPT3;30/09/2014;9;2014;RAPT;Bens industriais;transport material;RANDON S.A. IMPLEMENTOS E PARTICIPA??ES;4800161.792;2942185.984;4800161.792;947342.976;RAPT3;14;304731;886976;32747;-0.51421;1454544.96;3952683;210215;4800161.792;3.11000;72253.008;0.14;0.01;0.69;4.77;1.66000;2416790.944;1306100.976;1110689.968;621971.968;;;
RAPT3;31/12/2014;12;2014;RAPT;Bens industriais;transport material;RANDON S.A. IMPLEMENTOS E PARTICIPA??ES;4873530.88;2985648.128;4873530.88;1038257.984;RAPT3;15;304731;911468.032;39558;0.20799;1431584.992;3778753;201956;4873530.88;2.88000;74936.984;0.14;0.01;0.66;4.7;1.80000;2573419.968;1514781.984;1058637.984;553510.016;;;
RAPT4;31/03/2014;3;2014;RAPT;Bens industriais;transport material;RANDON S.A. IMPLEMENTOS E PARTICIPA??ES;5007490.048;3148651.008;5007490.048;1241644.032;RAPT4;12;243785;965931.008;62241;0.30165;1398158.08;4244353;257617;5007490.048;2.54000;133152;0.18;0.01;1.06;5.74;1.83000;2563795.968;1435269.952;1128526.016;640993.024;;;
RAPT4;30/06/2014;6;2014;RAPT;Bens industriais;transport material;RANDON S.A. IMPLEMENTOS E PARTICIPA??ES;4894137.856;3042290.944;4894137.856;1126694.016;RAPT4;13;304731;1014377.984;67410;0.08305;1445253.952;4199638;256121;4894137.856;2.70000;118509.992;0.18;0.02;0.84;4.74;1.74000;2517229.056;1360515.056;1156714;627819.008;;;
RAPT4;30/09/2014;9;2014;RAPT;Bens industriais;transport material;RANDON S.A. IMPLEMENTOS E PARTICIPA??ES;4800161.792;2942185.984;4800161.792;947342.976;RAPT4;14;304731;886976;32747;-0.51421;1454544.96;3952683;210215;4800161.792;3.11000;72253.008;0.14;0.01;0.69;4.77;1.66000;2416790.944;1306100.976;1110689.968;621971.968;;;
RAPT4;31/12/2014;12;2014;RAPT;Bens industriais;transport material;RANDON S.A. IMPLEMENTOS E PARTICIPA??ES;4873530.88;2985648.128;4873530.88;1038257.984;RAPT4;15;304731;911468.032;39558;0.20799;1431584.992;3778753;201956;4873530.88;2.88000;74936.984;0.14;0.01;0.66;4.7;1.80000;2573419.968;1514781.984;1058637.984;553510.016;;;
REDE3;31/03/2014;3;2014;REDE;Public utility;Electricity;REDE EMPRESAS DE ENERGIA ELTRICA S.A.;2757329.92;174880.992;2757329.92;2036585.984;REDE3;12;426592;17931;-62840;-8.02614;-722587.976;94079;-113513;2757329.92;0.09000;3668;0.16;-0.67;-0.27;-1.69;-2.56000;1853175.008;70466;1782709.008;0;;;
REDE3;30/06/2014;6;2014;REDE;Public utility;Electricity;REDE EMPRESAS DE ENERGIA ELTRICA S.A.;11209775.1;2939357.952;11209775.1;2968011.008;REDE3;13;1714895;1409417.984;1046792;17.65805;1721683.072;1478065;965231;11209775.1;0.99000;206736;0.56;0.71;0.56;1;1.34000;2302003.968;1456268;845735.968;21715;;;
REDE3;30/09/2014;9;2014;REDE;Public utility;Electricity;REDE EMPRESAS DE ENERGIA ELTRICA S.A.;11617281.02;2601988.096;11617281.02;2695645.952;REDE3;14;1714895;1670055.936;27100;-0.97411;2127401.088;3122331;1004090;11617281.02;0.97000;297264;0.47;0.01;0.59;1.24;1.02000;2180354.048;1151154.016;1029200.032;23277;;;
REDE3;31/12/2014;12;2014;REDE;Public utility;Electricity;REDE EMPRESAS DE ENERGIA ELTRICA S.A.;11915788.29;3712242.944;11915788.29;3155916.032;REDE3;15;1714895;1792010.24;689103;24.42815;1956414.08;4889415;1700155;11915788.29;1.18000;35201.968;0.87;0.14;0.99;1.14;1.38000;2708126.88;1330148.992;1377977.888;19579;;;
TECN3;31/03/2014;3;2014;TECN;Cyclic consumption;Clothing and footwear fabrics;TECHNOS;815387.008;468040.992;815387.008;118776;TECN3;12;77636;67326;-5403;-1.18655;439702.008;441840;33840;815387.008;3.94000;3916;0.08;-0.01;0.44;5.66;0.51000;223193.008;51922;171271.008;183796;;;
TECN3;30/06/2014;6;2014;TECN;Cyclic consumption;Clothing and footwear fabrics;TECHNOS;789913.024;436492;789913.024;79506;TECN3;13;77965;99477;10359;2.91727;444671.008;426138;40968;789913.024;5.49000;19115;0.09;0.02;0.53;5.7;0.43000;191405;27648;163757;176460.992;;;
TECN3;30/09/2014;9;2014;TECN;Cyclic consumption;Clothing and footwear fabrics;TECHNOS;811923.968;461622.016;811923.968;116859;TECN3;14;78506;95849;8824;-0.14818;452704.992;421066;42743;811923.968;3.95000;15572;0.09;0.02;0.54;5.77;0.44000;198269;54030;144239;171974;;;
TECN3;31/12/2014;12;2014;TECN;Cyclic consumption;Clothing and footwear fabrics;TECHNOS;796705.024;456792.992;796705.024;113330;TECN3;15;78506;150780.992;32448;2.67724;461881.984;413433;46228;796705.024;4.03000;38361;0.1;0.08;0.59;5.88;0.37000;171621;32596;139025;133632;;;
LPSB3;31/03/2014;3;2014;LPSB;financial;real estate exploration;LOPES BRASIL;1115827.968;309697.984;1115827.968;153079.008;LPSB3;12;114382;74311;6254;-0.89739;628812.984;479317;144835;1115827.968;2.02000;-4257;0.23;0.01;1.27;5.5;0.00000;0;183972;-183972;0;;;
